event_id,true_type,predicted_type,confidence,correct
445,TORNADO,TORNADO,0.9917,1
446,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9994,1
447,TORNADO,TORNADO,0.9965,1
448,HURRICANE,HURRICANE,0.9991,1
449,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9992,1
450,WINTER_STORM,WINTER_STORM,0.7701,1
451,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9992,1
452,TORNADO,TORNADO,0.9886,1
453,HURRICANE,HURRICANE,0.9988,1
454,WINTER_STORM,WINTER_STORM,0.9901,1
455,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9991,1
456,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9855,1
457,FLASH_FLOOD,FLASH_FLOOD,0.9923,1
458,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9937,1
459,TORNADO,TORNADO,0.8888,1
460,HURRICANE,HURRICANE,0.999,1
461,TORNADO,TORNADO,0.9921,1
462,TORNADO,TORNADO,0.992,1
463,FLASH_FLOOD,FLASH_FLOOD,0.9803,1
464,WILDFIRE,WILDFIRE,0.999,1
465,WILDFIRE,WILDFIRE,0.9992,1
466,SEVERE_THUNDERSTORM,FLASH_FLOOD,0.6025,0
467,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9984,1
468,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9988,1
469,TORNADO,TORNADO,0.9982,1
470,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9976,1
471,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9778,1
472,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9982,1
473,TORNADO,TORNADO,0.9934,1
474,FLASH_FLOOD,FLASH_FLOOD,0.9899,1
475,TORNADO,TORNADO,0.9986,1
476,FLASH_FLOOD,WINTER_STORM,0.8097,0
477,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.999,1
478,FLASH_FLOOD,SEVERE_THUNDERSTORM,0.9872,0
479,WINTER_STORM,WINTER_STORM,0.7555,1
480,HURRICANE,HURRICANE,0.9991,1
481,TORNADO,TORNADO,0.9885,1
482,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.8842,1
483,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9972,1
484,TORNADO,TORNADO,0.9256,1
485,WINTER_STORM,WINTER_STORM,0.993,1
486,SEVERE_THUNDERSTORM,FLASH_FLOOD,0.8137,0
487,WINTER_STORM,WINTER_STORM,0.9894,1
488,TORNADO,TORNADO,0.9975,1
489,TORNADO,TORNADO,0.9942,1
490,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9994,1
491,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.999,1
492,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9991,1
493,TORNADO,TORNADO,0.9529,1
494,WILDFIRE,WILDFIRE,0.999,1
495,FLASH_FLOOD,FLASH_FLOOD,0.9942,1
496,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9991,1
497,TORNADO,TORNADO,0.9932,1
498,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9962,1
499,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9992,1
500,HURRICANE,HURRICANE,0.9988,1
501,FLASH_FLOOD,FLASH_FLOOD,0.8747,1
502,TORNADO,TORNADO,0.9866,1
503,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9875,1
504,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9915,1
505,WINTER_STORM,WINTER_STORM,0.9924,1
506,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9566,1
507,FLASH_FLOOD,FLASH_FLOOD,0.5488,1
508,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9956,1
509,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9896,1
510,TORNADO,TORNADO,0.9272,1
511,TORNADO,TORNADO,0.9985,1
512,HURRICANE,HURRICANE,0.999,1
513,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9987,1
514,TORNADO,TORNADO,0.9978,1
515,TORNADO,TORNADO,0.9739,1
516,WILDFIRE,WILDFIRE,0.9991,1
517,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9979,1
518,WILDFIRE,WILDFIRE,0.9987,1
519,TORNADO,TORNADO,0.9989,1
520,HURRICANE,HURRICANE,0.9992,1
521,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9993,1
522,WINTER_STORM,WINTER_STORM,0.998,1
523,FLASH_FLOOD,FLASH_FLOOD,0.9969,1
524,TORNADO,TORNADO,0.9725,1
525,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9993,1
526,FLASH_FLOOD,FLASH_FLOOD,0.9948,1
527,TORNADO,TORNADO,0.9892,1
528,WILDFIRE,WILDFIRE,0.9991,1
529,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9991,1
530,FLASH_FLOOD,FLASH_FLOOD,0.9898,1
531,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9983,1
532,FLASH_FLOOD,FLASH_FLOOD,0.9508,1
533,FLASH_FLOOD,FLASH_FLOOD,0.7855,1
534,TORNADO,TORNADO,0.9931,1
535,WINTER_STORM,WINTER_STORM,0.8281,1
536,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9935,1
537,WINTER_STORM,WINTER_STORM,0.9784,1
538,FLASH_FLOOD,FLASH_FLOOD,0.9933,1
539,HURRICANE,HURRICANE,0.9988,1
540,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9202,1
541,TORNADO,TORNADO,0.9971,1
542,FLASH_FLOOD,FLASH_FLOOD,0.9917,1
543,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9857,1
544,FLASH_FLOOD,FLASH_FLOOD,0.9942,1
545,TORNADO,TORNADO,0.997,1
546,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9973,1
547,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9986,1
548,TORNADO,TORNADO,0.927,1
549,WILDFIRE,WILDFIRE,0.9986,1
550,HURRICANE,HURRICANE,0.9989,1
551,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9993,1
552,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9892,1
553,FLASH_FLOOD,FLASH_FLOOD,0.9908,1
554,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9987,1
555,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9991,1
556,TORNADO,TORNADO,0.9871,1
557,FLASH_FLOOD,FLASH_FLOOD,0.986,1
558,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9987,1
559,SEVERE_THUNDERSTORM,FLASH_FLOOD,0.9759,0
560,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.999,1
561,FLASH_FLOOD,FLASH_FLOOD,0.9287,1
562,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9989,1
563,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9972,1
564,TORNADO,TORNADO,0.9635,1
565,FLASH_FLOOD,FLASH_FLOOD,0.8705,1
566,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9992,1
567,TORNADO,TORNADO,0.9702,1
568,TORNADO,TORNADO,0.9954,1
569,WILDFIRE,WILDFIRE,0.9987,1
570,HURRICANE,HURRICANE,0.9991,1
571,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.999,1
572,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9987,1
573,TORNADO,TORNADO,0.9908,1
574,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.8359,1
575,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9993,1
576,FLASH_FLOOD,SEVERE_THUNDERSTORM,0.9643,0
577,FLASH_FLOOD,FLASH_FLOOD,0.994,1
578,WINTER_STORM,WINTER_STORM,0.8988,1
579,FLASH_FLOOD,FLASH_FLOOD,0.9869,1
580,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9991,1
581,FLASH_FLOOD,FLASH_FLOOD,0.9573,1
582,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9992,1
583,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9991,1
584,FLASH_FLOOD,FLASH_FLOOD,0.6056,1
585,TORNADO,TORNADO,0.9986,1
586,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.975,1
587,TORNADO,TORNADO,0.9985,1
588,FLASH_FLOOD,FLASH_FLOOD,0.5922,1
589,WILDFIRE,WILDFIRE,0.9775,1
590,FLASH_FLOOD,FLASH_FLOOD,0.9928,1
591,HURRICANE,HURRICANE,0.9993,1
592,HURRICANE,HURRICANE,0.9991,1
593,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9988,1
594,FLASH_FLOOD,FLASH_FLOOD,0.8307,1
595,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.699,1
596,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.993,1
597,FLASH_FLOOD,FLASH_FLOOD,0.7022,1
598,HURRICANE,HURRICANE,0.9992,1
599,TORNADO,TORNADO,0.9982,1
600,HURRICANE,HURRICANE,0.9848,1
601,FLASH_FLOOD,WINTER_STORM,0.8889,0
602,WINTER_STORM,WINTER_STORM,0.7498,1
603,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9992,1
604,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.999,1
605,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9993,1
606,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.993,1
607,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.999,1
608,HURRICANE,HURRICANE,0.9991,1
609,HURRICANE,HURRICANE,0.9951,1
610,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9974,1
611,FLASH_FLOOD,FLASH_FLOOD,0.929,1
612,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.998,1
613,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9898,1
614,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9971,1
615,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9984,1
616,WINTER_STORM,WINTER_STORM,0.9357,1
617,FLASH_FLOOD,FLASH_FLOOD,0.9868,1
618,FLASH_FLOOD,FLASH_FLOOD,0.9957,1
619,WINTER_STORM,WINTER_STORM,0.8976,1
620,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9961,1
621,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.5074,1
622,TORNADO,TORNADO,0.9616,1
623,FLASH_FLOOD,FLASH_FLOOD,0.993,1
624,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9984,1
625,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9412,1
626,WINTER_STORM,WINTER_STORM,0.994,1
627,FLASH_FLOOD,FLASH_FLOOD,0.9742,1
628,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9913,1
629,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9986,1
630,FLASH_FLOOD,SEVERE_THUNDERSTORM,0.9653,0
631,TORNADO,TORNADO,0.979,1
632,FLASH_FLOOD,FLASH_FLOOD,0.9368,1
633,WILDFIRE,WILDFIRE,0.9978,1
634,FLASH_FLOOD,FLASH_FLOOD,0.9768,1
635,FLASH_FLOOD,FLASH_FLOOD,0.9915,1
636,TORNADO,TORNADO,0.9961,1
637,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9984,1
638,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9995,1
639,TORNADO,TORNADO,0.9945,1
640,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9905,1
641,HURRICANE,HURRICANE,0.9892,1
642,TORNADO,TORNADO,0.9847,1
643,FLASH_FLOOD,FLASH_FLOOD,0.9614,1
644,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.5517,1
645,FLASH_FLOOD,FLASH_FLOOD,0.9888,1
646,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9992,1
647,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9994,1
648,FLASH_FLOOD,FLASH_FLOOD,0.9812,1
649,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9983,1
650,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9734,1
651,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9988,1
652,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9986,1
653,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9993,1
654,HURRICANE,HURRICANE,0.9993,1
655,WINTER_STORM,WINTER_STORM,0.9964,1
656,FLASH_FLOOD,FLASH_FLOOD,0.9918,1
657,WINTER_STORM,WINTER_STORM,0.7432,1
658,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9994,1
659,WINTER_STORM,WINTER_STORM,0.9977,1
660,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9988,1
661,HURRICANE,HURRICANE,0.9992,1
662,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9991,1
663,WILDFIRE,WILDFIRE,0.9992,1
664,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9831,1
665,WILDFIRE,WILDFIRE,0.9981,1
666,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9993,1
667,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9114,1
668,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9964,1
669,FLASH_FLOOD,FLASH_FLOOD,0.8409,1
670,WINTER_STORM,WINTER_STORM,0.9586,1
671,WINTER_STORM,WINTER_STORM,0.9964,1
672,FLASH_FLOOD,FLASH_FLOOD,0.9912,1
673,FLASH_FLOOD,FLASH_FLOOD,0.9955,1
674,WINTER_STORM,WINTER_STORM,0.6151,1
675,WINTER_STORM,WINTER_STORM,0.9485,1
676,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9868,1
677,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9993,1
678,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9968,1
679,FLASH_FLOOD,FLASH_FLOOD,0.9905,1
680,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9971,1
681,WINTER_STORM,WINTER_STORM,0.995,1
682,FLASH_FLOOD,FLASH_FLOOD,0.9553,1
683,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9992,1
684,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9989,1
685,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9992,1
686,HURRICANE,HURRICANE,0.9992,1
687,TORNADO,TORNADO,0.9977,1
688,WINTER_STORM,WINTER_STORM,0.9917,1
689,WILDFIRE,WILDFIRE,0.9976,1
690,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9929,1
691,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9974,1
692,HURRICANE,HURRICANE,0.9992,1
693,WINTER_STORM,FLASH_FLOOD,0.9385,0
694,FLASH_FLOOD,FLASH_FLOOD,0.9949,1
695,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9985,1
696,WINTER_STORM,WINTER_STORM,0.995,1
697,WINTER_STORM,WINTER_STORM,0.9889,1
698,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9989,1
699,FLASH_FLOOD,FLASH_FLOOD,0.9964,1
700,FLASH_FLOOD,FLASH_FLOOD,0.9945,1
701,FLASH_FLOOD,FLASH_FLOOD,0.6795,1
702,TORNADO,TORNADO,0.9977,1
703,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.989,1
704,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9988,1
705,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9807,1
706,HURRICANE,HURRICANE,0.9992,1
707,FLASH_FLOOD,FLASH_FLOOD,0.9961,1
708,HURRICANE,HURRICANE,0.9982,1
709,WINTER_STORM,WINTER_STORM,0.9887,1
710,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9985,1
711,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.992,1
712,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9989,1
713,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9985,1
714,WINTER_STORM,WINTER_STORM,0.9958,1
715,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.999,1
716,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9994,1
717,FLASH_FLOOD,FLASH_FLOOD,0.9382,1
718,TORNADO,TORNADO,0.9904,1
719,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9993,1
720,TORNADO,TORNADO,0.9081,1
721,TORNADO,TORNADO,0.9988,1
722,HURRICANE,HURRICANE,0.9993,1
723,WINTER_STORM,WINTER_STORM,0.9556,1
724,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9991,1
725,FLASH_FLOOD,FLASH_FLOOD,0.8988,1
726,HURRICANE,HURRICANE,0.9991,1
727,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9994,1
728,WINTER_STORM,WINTER_STORM,0.9878,1
729,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9954,1
730,WINTER_STORM,WINTER_STORM,0.9115,1
731,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9989,1
732,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9936,1
733,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.997,1
734,WILDFIRE,WILDFIRE,0.9954,1
735,FLASH_FLOOD,FLASH_FLOOD,0.9969,1
736,SEVERE_THUNDERSTORM,TORNADO,0.9216,0
737,WINTER_STORM,WINTER_STORM,0.9982,1
738,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9845,1
739,HURRICANE,HURRICANE,0.9993,1
740,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9928,1
741,TORNADO,TORNADO,0.9896,1
742,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9941,1
743,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9894,1
744,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9951,1
745,HURRICANE,HURRICANE,0.9991,1
746,FLASH_FLOOD,FLASH_FLOOD,0.9928,1
747,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9964,1
748,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9983,1
749,FLASH_FLOOD,FLASH_FLOOD,0.9367,1
750,WINTER_STORM,WINTER_STORM,0.992,1
751,HURRICANE,HURRICANE,0.9992,1
752,TORNADO,TORNADO,0.9978,1
753,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9992,1
754,WINTER_STORM,WINTER_STORM,0.9986,1
755,WINTER_STORM,WINTER_STORM,0.9934,1
756,HURRICANE,HURRICANE,0.9982,1
757,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9127,1
758,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9992,1
759,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.998,1
760,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9961,1
761,FLASH_FLOOD,FLASH_FLOOD,0.9958,1
762,WINTER_STORM,WINTER_STORM,0.9729,1
763,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.973,1
764,FLASH_FLOOD,FLASH_FLOOD,0.6312,1
765,TORNADO,TORNADO,0.9818,1
766,WINTER_STORM,WINTER_STORM,0.5537,1
767,FLASH_FLOOD,FLASH_FLOOD,0.5555,1
768,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.986,1
769,FLASH_FLOOD,FLASH_FLOOD,0.8446,1
770,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.996,1
771,HURRICANE,HURRICANE,0.9993,1
772,TORNADO,TORNADO,0.9936,1
773,TORNADO,TORNADO,0.9971,1
774,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9989,1
775,HURRICANE,HURRICANE,0.9993,1
776,FLASH_FLOOD,FLASH_FLOOD,0.996,1
777,WINTER_STORM,WINTER_STORM,0.9986,1
778,TORNADO,TORNADO,0.9951,1
779,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9995,1
780,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9151,1
781,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9881,1
782,HURRICANE,HURRICANE,0.9986,1
783,SEVERE_THUNDERSTORM,FLASH_FLOOD,0.8282,0
784,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9957,1
785,TORNADO,TORNADO,0.9989,1
786,WILDFIRE,WILDFIRE,0.999,1
787,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.999,1
788,FLASH_FLOOD,FLASH_FLOOD,0.9828,1
789,FLASH_FLOOD,FLASH_FLOOD,0.9953,1
790,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9966,1
791,FLASH_FLOOD,SEVERE_THUNDERSTORM,0.6456,0
792,FLASH_FLOOD,FLASH_FLOOD,0.9825,1
793,TORNADO,TORNADO,0.9608,1
794,WINTER_STORM,WINTER_STORM,0.9937,1
795,FLASH_FLOOD,FLASH_FLOOD,0.9938,1
796,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9983,1
797,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9993,1
798,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9992,1
799,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.8497,1
800,HURRICANE,HURRICANE,0.9992,1
801,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9988,1
802,WILDFIRE,WILDFIRE,0.9989,1
803,TORNADO,TORNADO,0.9775,1
804,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9991,1
805,TORNADO,TORNADO,0.9845,1
806,WINTER_STORM,WINTER_STORM,0.9928,1
807,WINTER_STORM,WINTER_STORM,0.8536,1
808,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.5369,1
809,FLASH_FLOOD,FLASH_FLOOD,0.9932,1
810,TORNADO,TORNADO,0.9911,1
811,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9994,1
812,FLASH_FLOOD,FLASH_FLOOD,0.9589,1
813,HURRICANE,HURRICANE,0.9849,1
814,FLASH_FLOOD,FLASH_FLOOD,0.9867,1
815,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9988,1
816,FLASH_FLOOD,FLASH_FLOOD,0.998,1
817,HURRICANE,HURRICANE,0.9987,1
818,HURRICANE,HURRICANE,0.9985,1
819,TORNADO,TORNADO,0.989,1
820,WINTER_STORM,WINTER_STORM,0.9929,1
821,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9991,1
822,FLASH_FLOOD,FLASH_FLOOD,0.9935,1
823,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9978,1
824,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9979,1
825,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9991,1
826,HURRICANE,HURRICANE,0.9993,1
827,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9767,1
828,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9941,1
829,FLASH_FLOOD,FLASH_FLOOD,0.6012,1
830,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9861,1
831,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9991,1
832,FLASH_FLOOD,WINTER_STORM,0.9499,0
833,FLASH_FLOOD,FLASH_FLOOD,0.9926,1
834,HURRICANE,HURRICANE,0.9992,1
835,FLASH_FLOOD,FLASH_FLOOD,0.9964,1
836,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9972,1
837,WINTER_STORM,WINTER_STORM,0.999,1
838,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9988,1
839,FLASH_FLOOD,WINTER_STORM,0.7788,0
840,HURRICANE,HURRICANE,0.9992,1
841,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.999,1
842,HURRICANE,HURRICANE,0.9991,1
843,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9975,1
844,FLASH_FLOOD,FLASH_FLOOD,0.9842,1
845,WINTER_STORM,WINTER_STORM,0.9968,1
846,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9992,1
847,FLASH_FLOOD,FLASH_FLOOD,0.9895,1
848,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9986,1
849,TORNADO,TORNADO,0.879,1
850,FLASH_FLOOD,FLASH_FLOOD,0.8522,1
851,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9986,1
852,TORNADO,TORNADO,0.9958,1
853,TORNADO,TORNADO,0.9787,1
854,WINTER_STORM,WINTER_STORM,0.9865,1
855,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9939,1
856,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9993,1
857,FLASH_FLOOD,FLASH_FLOOD,0.9832,1
858,HURRICANE,HURRICANE,0.9964,1
859,TORNADO,TORNADO,0.9862,1
860,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9988,1
861,FLASH_FLOOD,FLASH_FLOOD,0.9978,1
862,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9988,1
863,FLASH_FLOOD,FLASH_FLOOD,0.9926,1
864,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9988,1
865,TORNADO,TORNADO,0.9921,1
866,FLASH_FLOOD,FLASH_FLOOD,0.9966,1
867,HURRICANE,HURRICANE,0.9992,1
868,WILDFIRE,WILDFIRE,0.9991,1
869,FLASH_FLOOD,FLASH_FLOOD,0.794,1
870,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9993,1
871,FLASH_FLOOD,FLASH_FLOOD,0.9779,1
872,WILDFIRE,WILDFIRE,0.9992,1
873,TORNADO,TORNADO,0.9939,1
874,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9992,1
875,TORNADO,TORNADO,0.9987,1
876,FLASH_FLOOD,FLASH_FLOOD,0.9914,1
877,WILDFIRE,WILDFIRE,0.9915,1
878,HURRICANE,HURRICANE,0.9952,1
879,HURRICANE,HURRICANE,0.9962,1
880,HURRICANE,HURRICANE,0.9993,1
881,WILDFIRE,WILDFIRE,0.9948,1
882,WINTER_STORM,FLASH_FLOOD,0.5369,0
