BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,STATE,EVENT_TYPE,CZ_NAME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,TOR_F_SCALE,MAGNITUDE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY,FLOOD_CAUSE,MONTH_NAME
201303,20,1219,Virginia,Flash Flood,METRO,39.3309,-76.3576,39.247,-76.5125,,1.3,0,0,146K,Heavy Rain,March
202407,6,1319,Texas,Flash Flood,GROVE,28.5025,-98.2826,28.3418,-98.1175,,2.8,0,0,449K,Dam / Levee Break,July
201407,2,0243,Texas,Hurricane,CENTRAL,27.7997,-96.1178,27.8875,-96.0491,,91.2,0,0,3.3M,,July
201608,21,0009,Louisiana,Thunderstorm Wind,DOWNTOWN,32.0507,-93.9207,32.061,-93.9578,,72.9,0,0,10K,,August
202108,13,1435,Kansas,Flash Flood,CREEK,38.6758,-100.3581,38.5793,-100.6895,,3.5,0,0,33K,Heavy Rain,August
202308,30,0757,California,Wildfire,PARK,37.1937,-123.5957,37.3692,-123.6755,,1368.0,0,0,1.0M,,August
201506,10,0823,Georgia,Tornado,SOUTHERN,34.8584,-82.3508,34.782,-82.3024,EF0,0.0,0,0,4K,,June
201808,25,1444,Iowa,Hail,WESTERN,42.3532,-94.9351,42.3265,-94.6483,,1.07,0,0,17K,,August
202408,13,1534,Colorado,Thunderstorm Wind,SOUTHERN,38.8777,-102.2746,38.7419,-102.4094,,62.5,0,0,6K,,August
201007,3,1212,Oklahoma,Flash Flood,HIGHLAND,34.478,-99.1009,34.4783,-98.8415,,1.8,0,0,237K,Heavy Rain / Burn Area,July
202105,26,1126,Colorado,Tornado,METRO,39.9081,-106.4077,39.9771,-106.5081,EF0,0.0,0,0,2K,,May
201107,27,1157,Kentucky,Hail,SOUTHERN,36.6923,-88.3801,36.7373,-88.4465,,2.62,0,0,11K,,July
201505,15,1308,Mississippi,Flash Flood,CENTRAL,33.8412,-90.1211,34.1208,-90.0331,,1.6,0,0,66K,Heavy Rain,May
201803,26,1820,Indiana,Flash Flood,MOUNTAIN,41.1556,-86.5127,41.1277,-86.4747,,2.2,0,0,19K,Heavy Rain,March
202309,1,2046,Kansas,Thunderstorm Wind,NORTHERN,39.258,-99.8976,39.2657,-100.0892,,67.6,0,0,8K,,September
201308,31,1512,Minnesota,Thunderstorm Wind,LAKE,49.2417,-89.9454,49.3841,-89.7704,,103.4,0,0,8K,,August
201109,2,0824,North Dakota,Thunderstorm Wind,PARK,46.8334,-98.8771,47.209,-98.8402,,82.1,0,0,7K,,September
201104,29,1418,Alabama,Tornado,GROVE,34.326,-86.8771,34.3867,-86.7372,EF1,0.0,0,0,88K,,April
201507,8,1524,Minnesota,Thunderstorm Wind,RIVER,48.9318,-90.3287,49.1746,-90.523,,60.0,1,1,5K,,July
201306,14,1907,Illinois,Tornado,COASTAL,39.0061,-88.624,39.0217,-88.5218,EF1,0.0,0,0,213K,,June
201107,2,1132,Colorado,Thunderstorm Wind,BASIN,38.8706,-105.7881,38.8746,-105.8798,,53.6,0,0,13K,,July
202408,25,1049,Mississippi,Flash Flood,BASIN,31.3705,-91.5855,31.4387,-91.6851,,3.4,0,0,99K,Heavy Rain,August
202401,12,2025,Iowa,Winter Storm,EASTERN,40.9345,-94.1754,41.0547,-93.8633,,13.4,0,2,155K,,January
202308,19,1609,Oklahoma,Flash Flood,COASTAL,34.9624,-102.7573,34.9103,-102.7311,,1.4,0,3,47K,Heavy Rain,August
201309,11,0029,Oklahoma,Tornado,RIVER,35.3992,-100.7784,35.2623,-100.8389,EF3,0.0,0,0,3.0M,,September
202310,14,1038,North Carolina,Thunderstorm Wind,BASIN,34.5304,-78.3162,34.2045,-78.4041,,75.0,0,0,6K,,October
202108,8,1630,Georgia,Flash Flood,RIVER,30.8924,-85.4906,30.7534,-85.1677,,3.6,0,0,175K,Heavy Rain,August
201706,17,1748,Florida,Tornado,PLAINS,29.7992,-85.0023,29.8639,-84.9583,EF5,0.0,0,0,148.2M,,June
202108,25,1434,Kentucky,Tornado,DOWNTOWN,38.2062,-82.5544,38.3637,-82.399,EF2,0.0,4,9,4.9M,,August
202107,31,0852,Kentucky,Flash Flood,PLAINS,36.8195,-86.4605,36.6981,-86.3976,,1.5,0,0,115K,Planned Dam Release,July
201607,12,1213,North Carolina,Hail,EASTERN,33.8644,-75.7695,33.6283,-75.828,,0.9,0,1,13K,,July
201106,11,1814,Arkansas,Thunderstorm Wind,VALLEY,36.3595,-93.1458,36.4638,-93.2976,,58.1,0,0,97K,,June
201804,16,1647,Ohio,Tornado,BASIN,40.1724,-84.6995,40.1236,-84.4937,EF0,0.0,0,0,4K,,April
202303,14,1045,Kansas,Tornado,PARK,37.1937,-99.1725,37.0196,-99.1352,EF1,0.0,0,0,140K,,March
202001,6,2214,Missouri,Tornado,EASTERN,38.0964,-89.9872,38.125,-89.9044,EF0,0.0,0,0,5K,,January
201308,16,0947,Virginia,Hurricane,METRO,37.9947,-76.1435,37.6853,-76.1745,,116.9,0,0,6.0M,,August
201705,11,2019,South Dakota,Hail,METRO,44.0543,-96.6087,43.9038,-96.7162,,0.84,0,0,19K,,May
202206,16,2227,Texas,Flash Flood,BASIN,26.9548,-102.6514,26.9858,-102.584,,3.2,0,0,154K,Dam / Levee Break,June
202108,16,0326,South Carolina,Flash Flood,EASTERN,32.7623,-79.01,32.6646,-78.7778,,4.6,0,0,28K,Heavy Rain,August
201408,16,0343,Georgia,Thunderstorm Wind,BASIN,30.5567,-82.699,30.3554,-82.5066,,51.9,0,0,18K,,August
201103,21,1810,Missouri,Hail,PARK,40.0275,-92.4747,40.1205,-92.3087,,0.8,0,0,5K,,March
201108,5,2134,Illinois,Hail,METRO,40.7678,-88.9988,40.9305,-88.8536,,1.32,0,1,18K,,August
201401,31,1200,Virginia,Winter Storm,CREEK,39.0272,-78.9545,39.073,-79.1233,,23.5,0,0,13K,,January
201903,15,1007,Minnesota,Hail,MOUNTAIN,44.543,-90.7096,44.5772,-90.5433,,0.51,0,1,146K,,March
202103,4,1520,New York,Thunderstorm Wind,METRO,43.3157,-73.1939,43.6549,-73.1169,,63.0,0,0,28K,,March
201009,16,1538,Kentucky,Tornado,METRO,38.4996,-87.2922,38.5399,-87.3264,EF4,0.0,0,0,21.4M,,September
201305,21,1526,Indiana,Thunderstorm Wind,WESTERN,38.3947,-86.9136,38.1328,-86.8045,,49.8,0,0,34K,,May
202006,2,2004,Alabama,Thunderstorm Wind,LAKE,30.6389,-84.9848,30.7183,-84.8558,,54.3,0,0,28K,,June
201003,17,2200,Iowa,Tornado,DOWNTOWN,42.3619,-96.5296,42.3625,-96.4598,EF1,0.0,0,0,116K,,March
201712,26,2244,Maine,Winter Storm,WESTERN,44.1681,-67.0526,44.0159,-66.9405,,5.7,0,0,38K,,December
201206,23,1648,Kentucky,Thunderstorm Wind,CREEK,36.7702,-86.219,36.7355,-85.8549,,55.6,0,0,9K,,June
201108,15,1228,South Dakota,Thunderstorm Wind,METRO,43.1494,-101.3081,43.0884,-101.3606,,55.4,0,0,14K,,August
201710,28,1339,North Carolina,Hurricane,GROVE,35.8789,-80.8949,35.6925,-80.7417,,70.9,0,0,11.9M,,October
201908,10,1115,Tennessee,Flash Flood,RIVER,35.8195,-85.3731,35.9383,-85.2524,,2.1,0,0,62K,Heavy Rain,August
201608,22,1210,Louisiana,Hurricane,EASTERN,31.3282,-89.0425,31.4958,-89.3806,,149.1,0,0,1.5M,,August
201208,5,0802,New York,Hurricane,COASTAL,43.4669,-72.4253,43.3371,-72.5435,,143.8,0,0,4.0M,,August
201906,3,1710,South Dakota,Tornado,DOWNTOWN,44.5981,-98.0324,44.538,-98.0932,EF1,0.0,0,0,32K,,June
202309,28,1257,Ohio,Tornado,RIVER,39.0227,-82.6545,39.0708,-82.4636,EF1,0.0,0,0,48K,,September
201507,23,1009,Missouri,Thunderstorm Wind,MOUNTAIN,37.1966,-92.1757,37.0504,-92.1322,,51.6,0,0,31K,,July
201904,19,2130,Missouri,Tornado,EASTERN,37.4741,-94.7228,37.5905,-94.6505,EF1,0.0,0,0,31K,,April
202012,23,0530,Maine,Winter Storm,SOUTHERN,46.747,-69.1544,46.4069,-69.0839,,12.6,0,0,134K,,December
202308,27,1945,North Dakota,Thunderstorm Wind,BASIN,47.3452,-97.2224,47.4143,-97.5071,,85.9,0,0,26K,,August
201706,5,0221,Idaho,Wildfire,SOUTHERN,43.0204,-113.6679,43.1001,-113.6905,,19533.0,0,0,496K,,June
201908,10,0822,Illinois,Flash Flood,NORTHERN,39.6593,-90.3433,39.8945,-90.4304,,4.3,0,4,262K,Heavy Rain,August
201912,23,1455,Connecticut,Winter Storm,PARK,41.0917,-72.8196,41.1832,-72.705,,3.2,0,0,17K,,December
202412,25,1359,Maine,Winter Storm,PLAINS,46.0794,-68.4228,45.8932,-68.2279,,8.2,0,2,155K,,December
202311,5,1625,Mississippi,Thunderstorm Wind,HIGHLAND,34.6902,-90.7482,34.5079,-91.0263,,45.1,0,0,8K,,November
201804,3,1927,Alabama,Flash Flood,BASIN,34.9462,-85.0428,34.8703,-85.0178,,3.2,0,0,50K,Dam / Levee Break,April
202309,25,0655,Louisiana,Hurricane,PLAINS,30.2136,-89.9563,29.907,-89.7811,,147.8,0,0,6.2M,,September
201201,22,1726,Rhode Island,Winter Storm,SOUTHERN,41.357,-71.7738,41.4425,-72.0043,,10.9,1,0,27K,,January
201308,31,0939,Alabama,Thunderstorm Wind,VALLEY,31.0816,-85.4506,30.8747,-85.4469,,51.6,0,0,119K,,August
201003,24,2003,Wisconsin,Winter Storm,WESTERN,44.2465,-88.5383,44.375,-88.3838,,6.6,0,0,26K,,March
201605,15,1416,Iowa,Thunderstorm Wind,PLAINS,42.3565,-90.1251,42.5474,-90.2412,,86.9,0,0,12K,,May
201408,29,0140,Hawaii,Hurricane,PLAINS,21.3391,-157.6493,21.1435,-157.7897,,66.1,0,7,8.2M,,August
202303,30,1251,Wyoming,Winter Storm,COASTAL,43.8022,-107.2773,43.886,-107.5169,,16.6,0,0,15K,,March
202309,17,1854,Texas,Tornado,CENTRAL,28.8563,-106.3684,28.8716,-106.5036,EF2,0.0,0,0,634K,,September
202402,16,1940,Indiana,Winter Storm,WESTERN,40.0352,-85.0218,40.2903,-84.9661,,22.1,0,0,63K,,February
202106,4,1307,Colorado,Flash Flood,CENTRAL,38.1259,-104.2856,38.065,-104.3859,,4.6,0,0,74K,Heavy Rain,June
201106,26,1139,South Dakota,Flash Flood,WESTERN,43.7926,-97.1139,43.8262,-97.1486,,2.9,0,0,118K,Heavy Rain,June
201905,15,2129,Maryland,Hail,COASTAL,38.2179,-75.233,38.4286,-75.3637,,0.76,0,0,36K,,May
201404,27,2351,Iowa,Flash Flood,COASTAL,40.6162,-95.8114,40.745,-95.9923,,3.0,0,0,447K,Heavy Rain / Burn Area,April
201104,8,1617,North Carolina,Thunderstorm Wind,METRO,34.4927,-80.0683,34.425,-80.015,,82.4,0,0,13K,,April
201510,12,1930,Florida,Hurricane,HIGHLAND,29.2735,-85.7928,29.2205,-85.7772,,87.1,0,0,15.7M,,October
201008,14,1350,Massachusetts,Flash Flood,PLAINS,41.934,-72.701,41.8669,-72.5935,,4.0,0,0,132K,Heavy Rain,August
202107,9,2306,Pennsylvania,Thunderstorm Wind,COASTAL,40.0704,-75.6898,40.0687,-75.6898,,38.6,0,0,25K,,July
201709,19,0011,South Carolina,Flash Flood,METRO,34.7302,-79.8653,34.6293,-79.9671,,2.6,0,0,39K,Ice Jam,September
201007,27,0836,South Dakota,Flash Flood,NORTHERN,44.7132,-97.5963,44.574,-97.6618,,4.6,0,0,130K,Heavy Rain,July
201205,9,1947,Kansas,Thunderstorm Wind,WESTERN,39.4579,-95.6549,39.3419,-95.915,,75.6,0,0,16K,,May
202009,22,1406,Mississippi,Hail,NORTHERN,34.4052,-88.1553,34.4228,-88.1726,,0.96,0,0,39K,,September
201007,16,0527,Tennessee,Hail,RIDGE,35.0089,-88.383,35.0372,-88.6287,,1.95,0,0,17K,,July
201307,24,1407,Connecticut,Hail,METRO,41.5081,-72.241,41.5866,-72.1935,,0.98,0,0,7K,,July
201201,29,1222,Tennessee,Thunderstorm Wind,NORTHERN,36.1292,-88.6145,35.9878,-88.2323,,56.2,0,0,5K,,January
202307,14,0216,Nebraska,Flash Flood,BASIN,41.6571,-95.9394,41.7634,-96.1084,,2.5,0,0,96K,Ice Jam,July
201009,24,0405,Texas,Flash Flood,RIDGE,31.4293,-98.8721,31.4092,-98.9331,,4.2,0,0,76K,Heavy Rain,September
201901,1,2059,Idaho,Winter Storm,WESTERN,45.692,-116.805,45.5744,-116.6999,,9.1,0,0,41K,,January
202004,7,1311,Minnesota,Tornado,BASIN,43.876,-94.2004,43.8748,-94.2729,EF1,0.0,0,0,66K,,April
201201,2,0545,Wisconsin,Winter Storm,RIDGE,42.8546,-92.849,43.1644,-93.1029,,9.5,0,0,24K,,January
201505,31,1856,Kansas,Tornado,METRO,39.8963,-98.688,39.8695,-98.725,EF1,0.0,0,0,21K,,May
201212,3,0835,Arkansas,Thunderstorm Wind,RIVER,33.5924,-91.1758,33.474,-91.0133,,91.9,0,0,53K,,December
201006,8,0438,Indiana,Tornado,VALLEY,39.8547,-85.9431,39.754,-85.958,EF5,0.0,0,0,591.5M,,June
201710,23,1755,Florida,Thunderstorm Wind,MOUNTAIN,25.0059,-80.0074,24.9821,-79.702,,38.2,0,0,26K,,October
202104,3,2224,Oklahoma,Hail,SOUTHERN,36.8885,-102.0307,36.5369,-101.9416,,1.21,0,0,22K,,April
202210,20,1117,Iowa,Hail,METRO,42.0525,-90.8681,42.122,-90.9313,,0.82,0,0,20K,,October
202002,1,1201,Michigan,Winter Storm,RIVER,42.6637,-89.5851,42.2066,-89.5511,,5.2,0,0,10K,,February
201208,16,1343,Nebraska,Thunderstorm Wind,WESTERN,40.163,-102.6151,40.1718,-102.4962,,49.7,0,0,45K,,August
201109,23,1328,Mississippi,Flash Flood,EASTERN,30.7926,-89.1999,31.2884,-89.2993,,3.5,0,0,100K,Heavy Rain,September
201211,16,1121,Alabama,Hurricane,HILL,30.7891,-86.3747,30.4918,-86.3788,,82.5,6,3,12.2M,,November
201506,23,1555,Illinois,Flash Flood,LAKE,40.3937,-89.8202,40.57,-89.8655,,1.8,0,0,222K,Planned Dam Release,June
201811,19,0231,West Virginia,Winter Storm,GROVE,39.0756,-81.6129,39.2194,-81.5579,,31.7,0,1,45K,,November
202303,17,0218,Tennessee,Tornado,LAKE,35.0601,-84.0985,35.0835,-84.1311,EF0,0.0,0,0,5K,,March
202205,28,1317,Kansas,Flash Flood,DOWNTOWN,38.7779,-94.8688,38.8188,-94.6944,,2.6,0,0,400K,Planned Dam Release,May
202108,1,2111,Minnesota,Tornado,DOWNTOWN,47.7132,-91.1723,47.8094,-91.0789,EF4,0.0,0,0,45.8M,,August
202108,10,1544,Arkansas,Flash Flood,EASTERN,34.1169,-91.5062,34.0372,-91.487,,3.5,0,1,20K,Heavy Rain / Burn Area,August
202408,9,1625,Michigan,Flash Flood,RIDGE,44.3444,-86.7709,44.4041,-86.9329,,4.4,0,0,124K,Heavy Rain,August
202407,24,0040,Arizona,Wildfire,CENTRAL,33.5121,-110.2582,33.562,-110.2162,,25216.0,0,0,986K,,July
201307,5,1647,West Virginia,Flash Flood,CENTRAL,40.3964,-77.9946,39.964,-78.0507,,3.2,0,0,33K,Planned Dam Release,July
201604,10,1907,Georgia,Thunderstorm Wind,BASIN,33.2152,-85.0533,33.3111,-84.9243,,56.9,0,0,1K,,April
202007,13,1730,Illinois,Flash Flood,VALLEY,41.8294,-91.3014,41.869,-91.385,,1.1,0,0,195K,Heavy Rain,July
201408,14,2133,Alabama,Thunderstorm Wind,EASTERN,32.6675,-87.5885,32.8179,-87.7263,,49.0,0,0,4K,,August
201602,26,1830,Indiana,Flash Flood,SOUTHERN,38.2883,-87.0833,38.2556,-87.079,,2.8,0,0,117K,Heavy Rain,February
201008,16,1949,New Jersey,Thunderstorm Wind,NORTHERN,39.0907,-75.3362,39.0715,-75.4714,,56.3,0,0,27K,,August
201306,23,1525,Oklahoma,Thunderstorm Wind,HILL,36.5108,-96.1978,36.4486,-96.2635,,56.5,0,0,4K,,June
201006,24,2217,North Carolina,Thunderstorm Wind,LAKE,34.7541,-82.8032,34.5383,-82.7232,,65.7,0,0,98K,,June
202105,25,1203,Texas,Thunderstorm Wind,CENTRAL,30.347,-97.6596,30.3436,-97.7206,,53.9,0,0,3K,,May
201203,14,2005,Minnesota,Hail,EASTERN,45.3288,-91.9797,45.302,-91.85,,0.68,0,0,63K,,March
201311,29,0055,Mississippi,Hurricane,RIDGE,32.663,-90.0308,32.4836,-89.7851,,126.6,0,0,4.8M,,November
201302,13,1609,Alabama,Tornado,RIVER,31.588,-85.6158,31.8435,-85.5795,EF0,0.0,0,0,13K,,February
201203,18,1813,Illinois,Hail,LAKE,39.149,-89.3206,39.1293,-89.5761,,0.43,0,0,42K,,March
202105,8,1551,Oklahoma,Thunderstorm Wind,RIDGE,36.3435,-99.8216,36.391,-99.7013,,60.2,0,0,59K,,May
201609,5,2212,Washington,Wildfire,PLAINS,47.2127,-123.8454,47.2073,-123.8856,,44553.0,0,0,2.4M,,September
201305,8,1609,Colorado,Thunderstorm Wind,MOUNTAIN,40.8576,-107.2223,40.8602,-107.3646,,62.3,0,0,4K,,May
201402,14,1136,Minnesota,Winter Storm,PLAINS,47.3386,-90.8047,47.3029,-90.4829,,3.9,0,0,25K,,February
201302,18,0004,North Dakota,Winter Storm,HIGHLAND,48.1241,-102.1342,48.1031,-102.1607,,5.3,0,0,20K,,February
201606,12,1529,North Dakota,Thunderstorm Wind,BASIN,48.6394,-96.669,48.8752,-96.4658,,47.8,0,0,11K,,June
201705,22,1253,Georgia,Thunderstorm Wind,METRO,30.7133,-84.5446,30.5975,-84.6438,,52.0,0,0,8K,,May
202209,20,1947,Virginia,Hurricane,CREEK,38.6683,-81.7883,38.6674,-81.8858,,126.7,0,0,2.1M,,September
201708,11,2212,Florida,Hail,CREEK,30.8787,-80.2352,30.743,-80.3949,,1.47,0,1,19K,,August
201603,29,1509,Iowa,Winter Storm,VALLEY,42.3888,-91.3829,42.0712,-91.4355,,11.3,0,0,64K,,March
201101,15,1712,South Dakota,Winter Storm,METRO,43.0263,-102.2948,42.957,-102.3004,,10.0,0,0,16K,,January
202308,2,2117,Mississippi,Hurricane,CREEK,30.7953,-90.47,30.6723,-90.9306,,114.3,0,0,4.0M,,August
202007,9,1612,South Dakota,Flash Flood,HILL,43.1183,-100.0313,43.1179,-100.2313,,3.0,0,0,69K,Heavy Rain,July
202402,14,0905,Iowa,Tornado,RIDGE,43.2796,-96.0229,43.2902,-95.8653,EF1,0.0,0,0,64K,,February
201706,23,2010,Texas,Thunderstorm Wind,RIVER,28.621,-104.88,28.7271,-104.5326,,69.9,0,1,34K,,June
202007,20,0623,North Carolina,Hurricane,CREEK,35.701,-77.3816,35.4298,-77.5436,,99.2,0,0,10.5M,,July
201612,7,0455,Alabama,Tornado,GROVE,34.902,-85.649,35.0808,-85.5963,EF2,0.0,0,0,2.4M,,December
202008,24,1950,Illinois,Flash Flood,SOUTHERN,37.7269,-89.7183,37.8292,-89.7453,,7.8,0,0,91K,Heavy Rain / Burn Area,August
201306,4,1153,Texas,Tornado,PARK,33.9325,-106.1071,33.9044,-106.1582,EF1,0.0,3,7,17K,,June
201211,19,1348,Nebraska,Thunderstorm Wind,PLAINS,41.5595,-99.4074,41.5112,-99.0928,,98.6,0,0,10K,,November
201605,9,1305,Arizona,Hail,PLAINS,35.1246,-111.9012,34.9695,-112.1809,,1.53,0,0,101K,,May
201107,13,1228,Michigan,Thunderstorm Wind,RIVER,44.4583,-87.3471,44.4742,-87.1367,,50.7,0,0,7K,,July
201107,29,1305,Arkansas,Hail,CREEK,33.6312,-94.1396,33.697,-94.1351,,1.41,0,0,71K,,July
202306,12,1141,Colorado,Wildfire,MOUNTAIN,38.8642,-108.9556,38.8692,-108.9396,,15992.0,0,0,5.7M,,June
201505,2,1720,Pennsylvania,Thunderstorm Wind,WESTERN,42.0911,-75.0862,41.9027,-74.8961,,87.4,0,0,22K,,May
201409,21,0024,Nebraska,Flash Flood,WESTERN,41.3991,-99.4257,41.5296,-99.3974,,3.5,0,0,32K,Dam / Levee Break,September
201805,22,0054,Massachusetts,Hail,DOWNTOWN,42.1628,-70.3466,42.2774,-70.4546,,0.87,0,0,53K,,May
201605,25,1654,Tennessee,Tornado,CREEK,36.626,-85.4744,36.6746,-85.1797,EF4,0.0,0,0,124.2M,,May
202309,29,2352,Alabama,Thunderstorm Wind,BASIN,33.708,-88.162,33.7118,-88.4761,,44.4,0,0,18K,,September
201908,22,1802,Kansas,Flash Flood,BASIN,38.6601,-101.4854,38.7938,-101.4684,,2.9,0,0,131K,Heavy Rain,August
201207,21,1709,Kansas,Tornado,LAKE,39.6387,-98.7531,39.7407,-98.8098,EF1,0.0,3,6,183K,,July
202008,21,1714,Indiana,Flash Flood,VALLEY,39.2697,-87.4363,39.3978,-87.7353,,1.8,0,0,38K,Heavy Rain,August
201910,23,1746,Florida,Hurricane,CREEK,26.9613,-85.2643,26.9938,-85.2958,,79.5,0,0,32.8M,,October
202308,16,1853,Arkansas,Thunderstorm Wind,WESTERN,34.8739,-94.5891,34.9222,-94.5951,,54.0,0,0,106K,,August
201612,8,1350,Texas,Hail,PARK,30.0458,-93.9754,29.9051,-93.9441,,0.62,0,0,4K,,December
202007,30,1828,South Carolina,Thunderstorm Wind,METRO,33.1901,-81.2959,33.1211,-81.2866,,88.9,0,0,6K,,July
201407,24,1223,Oklahoma,Flash Flood,WESTERN,34.2544,-98.7394,34.1685,-98.8996,,3.3,0,0,197K,Heavy Rain / Burn Area,July
202208,17,0711,Virginia,Hurricane,BASIN,38.1129,-78.5207,38.2707,-78.2126,,80.2,0,0,4.4M,,August
202001,3,0323,Colorado,Winter Storm,EASTERN,38.4851,-103.6513,38.43,-103.4596,,8.1,0,0,44K,,January
201305,31,1701,Tennessee,Tornado,HILL,36.0954,-89.6579,36.1526,-89.5122,EF1,0.0,0,0,136K,,May
201304,16,0928,Illinois,Flash Flood,COASTAL,39.5866,-89.1299,39.697,-89.347,,3.7,0,0,72K,Heavy Rain / Burn Area,April
202112,26,1103,Montana,Winter Storm,HILL,46.2413,-115.1577,46.3112,-115.0593,,7.3,0,0,37K,,December
201306,20,1824,Kansas,Hail,RIDGE,37.7502,-94.6198,37.7205,-94.1532,,0.83,0,0,79K,,June
202110,6,0002,Hawaii,Hurricane,PLAINS,19.3996,-159.1141,19.255,-159.362,,139.3,0,0,4.7M,,October
202306,1,1852,Texas,Thunderstorm Wind,METRO,26.1713,-97.7802,25.9856,-97.8298,,51.8,0,0,300K,,June
202308,16,1713,Virginia,Thunderstorm Wind,MOUNTAIN,36.578,-81.6917,36.5044,-81.7348,,51.7,0,0,9K,,August
202405,1,1325,Oklahoma,Hail,BASIN,35.3677,-96.6702,35.5324,-96.5252,,1.82,0,0,12K,,May
201106,17,1541,Ohio,Flash Flood,PLAINS,39.7892,-82.4939,39.9988,-82.5291,,3.2,0,0,23K,Heavy Rain,June
202212,25,1217,South Dakota,Thunderstorm Wind,WESTERN,43.1376,-96.5226,42.9952,-96.5878,,63.0,0,0,27K,,December
202305,1,0231,New Mexico,Hail,MOUNTAIN,33.9557,-105.4966,33.6503,-105.312,,1.01,0,0,25K,,May
201705,23,0834,North Dakota,Thunderstorm Wind,PARK,46.074,-100.441,46.2275,-100.3815,,69.1,0,0,12K,,May
201304,29,0510,Texas,Flash Flood,CREEK,31.4791,-101.3986,31.3599,-101.5837,,2.5,0,0,190K,Heavy Rain,April
201002,10,1423,Arkansas,Tornado,BASIN,34.5589,-93.6417,34.5247,-93.6756,EF0,0.0,0,0,2K,,February
201209,21,0056,North Carolina,Hurricane,DOWNTOWN,34.5258,-77.6041,34.521,-77.3953,,153.5,0,0,42.6M,,September
202209,28,1716,Minnesota,Flash Flood,RIDGE,43.8192,-93.0049,44.1127,-93.1297,,5.3,0,0,150K,Planned Dam Release,September
202107,14,1437,New York,Thunderstorm Wind,VALLEY,44.0991,-78.835,44.0334,-78.8191,,42.3,0,0,17K,,July
202306,25,1623,Virginia,Tornado,COASTAL,39.143,-81.4733,39.0927,-81.2674,EF3,0.0,0,0,5.2M,,June
201705,1,0843,Mississippi,Thunderstorm Wind,CREEK,34.436,-88.557,34.3267,-88.3828,,88.6,0,0,47K,,May
201006,30,1048,Colorado,Thunderstorm Wind,NORTHERN,38.4046,-107.5696,38.1467,-107.7516,,43.5,0,0,19K,,June
202305,20,1801,Ohio,Thunderstorm Wind,DOWNTOWN,40.6368,-81.7535,40.2697,-81.6909,,38.2,0,0,56K,,May
202308,13,2118,Alabama,Thunderstorm Wind,WESTERN,32.3576,-86.3339,32.438,-86.3779,,47.7,0,0,16K,,August
202409,1,1807,New York,Flash Flood,BASIN,43.136,-77.2958,43.1035,-77.4556,,3.2,0,0,48K,Dam / Levee Break,September
202106,12,1633,Florida,Flash Flood,NORTHERN,25.403,-82.064,25.5828,-81.9209,,3.8,0,0,6K,Heavy Rain,June
202410,5,1211,South Carolina,Hurricane,BASIN,34.8757,-80.2919,35.0096,-80.3517,,119.4,0,0,5.0M,,October
201508,7,1347,Kansas,Flash Flood,SOUTHERN,39.9344,-100.1681,40.3619,-100.3937,,3.2,0,0,146K,Ice Jam,August
202207,19,0213,Minnesota,Flash Flood,WESTERN,47.3569,-92.0471,47.2753,-92.1341,,1.6,0,3,214K,Ice Jam,July
201812,7,1622,Wisconsin,Thunderstorm Wind,CREEK,43.6998,-91.5468,43.7302,-91.5023,,80.3,0,0,18K,,December
202301,15,1035,Vermont,Winter Storm,EASTERN,43.5591,-72.3192,43.533,-72.2115,,12.3,0,0,5K,,January
201407,4,2010,Tennessee,Hail,WESTERN,36.1385,-88.3689,36.3405,-88.3605,,2.46,0,0,29K,,July
201407,16,1655,Wisconsin,Flash Flood,EASTERN,45.5014,-91.9217,45.3009,-91.8791,,3.7,0,0,55K,Heavy Rain,July
201409,4,0247,Florida,Hurricane,LAKE,26.3333,-83.0852,26.4114,-82.935,,74.9,1,2,2.5M,,September
202211,18,0406,South Dakota,Winter Storm,GROVE,44.0916,-97.4109,43.8229,-97.3236,,12.3,0,1,15K,,November
202110,17,2134,Michigan,Thunderstorm Wind,SOUTHERN,43.2013,-89.6983,43.2948,-89.7039,,96.5,0,0,23K,,October
201506,30,1719,Colorado,Hail,GROVE,40.8069,-102.9963,40.9924,-103.0424,,0.97,0,0,4K,,June
201009,12,2105,Kentucky,Thunderstorm Wind,HIGHLAND,38.5911,-88.7354,38.4765,-88.6576,,83.5,0,0,22K,,September
202010,21,1747,Michigan,Thunderstorm Wind,DOWNTOWN,48.1375,-87.1381,48.2502,-87.1981,,86.0,0,0,96K,,October
201010,30,2119,Alabama,Hurricane,SOUTHERN,32.7848,-86.3072,32.9077,-86.2417,,89.1,0,0,31.8M,,October
202205,15,1348,Kentucky,Flash Flood,CREEK,38.0073,-83.0853,38.1179,-83.1312,,2.6,0,0,35K,Heavy Rain,May
201307,23,1535,Mississippi,Flash Flood,PLAINS,31.9628,-88.4576,31.9242,-88.5524,,2.1,0,0,34K,Heavy Rain,July
202406,19,0242,Oklahoma,Flash Flood,PLAINS,34.4887,-95.0504,34.7783,-95.0179,,7.5,0,0,32K,Heavy Rain,June
202404,21,0825,Kansas,Tornado,NORTHERN,38.2296,-95.9785,38.2313,-95.9419,EF3,0.0,0,0,15.2M,,April
201808,13,1435,Tennessee,Tornado,EASTERN,36.1281,-81.8014,36.205,-81.8156,EF1,0.0,0,0,52K,,August
